time,open,high,low,close,volume,vc,dif,dea,hist,atr
2020-05-18 07:26:00,9880.0,9883.7,9880.0,9883.7,1234.0,12.34,,,,10.0235966405
2020-05-18 07:27:00,9883.7,9886.8,9876.3,9876.3,4884.0,48.84,,,,10.0576254519
2020-05-18 07:28:00,9877.6,9884.8,9876.4,9882.1,2866.0,28.66,,,,9.94636649101
2020-05-18 07:29:00,9884.7,9885.0,9880.0,9882.8,2515.0,25.15,,,,9.59305459879
2020-05-18 07:30:00,9881.5,9881.5,9860.0,9867.9,3938.0,39.38,,,,10.5364078417
2020-05-18 07:31:00,9869.9,9869.9,9856.2,9857.1,3624.0,36.24,,,,10.7623787102
2020-05-18 07:32:00,9857.1,9872.4,9857.1,9864.9,516.0,5.16,,,,11.0864945166
2020-05-18 07:33:00,9864.8,9864.8,9862.0,9863.3,293.0,2.93,,,,10.5017449083
2020-05-18 07:34:00,9864.0,9864.0,9859.1,9860.9,1802.0,18.02,,,,10.101620272
2020-05-18 07:35:00,9861.6,9861.8,9856.0,9857.6,1720.0,17.2,-0.430616649523,3.62112727564,-4.05174392517,9.79436168111
2020-05-18 07:36:00,9857.6,9859.0,9850.0,9850.0,1773.0,17.73,-1.80362526563,2.53617676739,-4.33980203302,9.73762156103
2020-05-18 07:37:00,9850.6,9855.9,9846.9,9849.2,787.0,7.87,-2.92260779658,1.4444198546,-4.36702765118,9.68493430667
2020-05-18 07:38:00,9848.0,9860.0,9847.9,9856.5,812.0,8.12,-3.18366125763,0.518803632152,-3.70246488978,9.85743899905
2020-05-18 07:39:00,9856.6,9856.6,9839.0,9847.1,1263.0,12.63,-4.10176683243,-0.405310460765,-3.69645637167,10.4104790705
2020-05-18 07:40:00,9847.0,9850.0,9847.0,9849.7,1694.0,16.94,-4.56692912799,-1.23763419421,-3.32929493378,9.88115913694
2020-05-18 07:41:00,9847.7,9847.7,9835.9,9838.9,1355.0,13.55,-5.7408662071,-2.13828059679,-3.60258561031,10.1610763414
2020-05-18 07:42:00,9840.0,9849.2,9838.3,9844.9,1533.0,15.33,-6.11656202456,-2.93393688234,-3.18262514221,10.2138566028
2020-05-18 07:43:00,9844.9,9851.5,9841.1,9850.6,1387.0,13.87,-5.88650533425,-3.52445057272,-2.36205476153,10.2271525597
2020-05-18 07:44:00,9850.6,9859.0,9850.6,9859.0,2053.0,20.53,-4.96909333661,-3.8133791255,-1.15571421111,10.0966416626
2020-05-18 07:45:00,9859.5,9865.0,9851.8,9854.0,4457.0,44.57,-4.59255580755,-3.96921446191,-0.623341345643,10.3183101153
2020-05-18 07:46:00,9854.0,9854.8,9842.9,9842.9,366.0,3.66,-5.13068103912,-4.20150777735,-0.929173261769,10.4312879642
2020-05-18 07:47:00,9844.4,9846.3,9844.4,9845.0,4002.0,40.02,-5.32629845942,-4.42646591377,-0.899832545652,9.92905310959
2020-05-18 07:48:00,9845.0,9845.0,9843.3,9843.6,7112.0,71.12,-5.53054232479,-4.64728119597,-0.883261128816,9.34126360176
2020-05-18 07:49:00,9843.6,9854.4,9843.5,9844.8,1576.0,15.76,-5.53180982814,-4.8241869224,-0.707622905736,9.45260191592
2020-05-18 07:50:00,9844.9,9851.0,9844.5,9849.9,632.0,6.32,-5.06292471164,-4.87193448025,-0.190990231391,9.24170177907
2020-05-18 07:51:00,9849.8,9850.6,9847.9,9849.4,567.0,5.67,-4.67775346981,-4.83309827816,0.155344808353,8.77443736628
2020-05-18 07:52:00,9849.4,9850.6,9848.4,9850.6,486.0,4.86,-4.22694690177,-4.71186800288,0.484921101116,8.30483469726
2020-05-18 07:53:00,9851.1,9860.0,9851.1,9860.0,1957.0,19.57,-3.07572298775,-4.38463899986,1.3089160121,8.38306079031
2020-05-18 07:54:00,9860.0,9862.0,9837.2,9841.6,2539.0,25.39,-3.60652222335,-4.22901564456,0.622493421204,9.55569930529
2020-05-18 07:55:00,9841.0,9841.0,9831.0,9833.5,1561.0,15.61,-4.62744444813,-4.30870140527,-0.318743042858,9.63029221205
2020-05-18 07:56:00,9833.0,9835.0,9808.0,9834.3,7970.0,79.7,-5.31076021457,-4.50911316713,-0.801647047438,10.8709856255
2020-05-18 07:57:00,9835.5,9849.8,9834.9,9849.8,1030.0,10.3,-4.54913284965,-4.51711710364,-0.0320157460147,11.2016295094
2020-05-18 07:58:00,9846.3,9848.0,9842.7,9848.0,2241.0,22.41,-4.044164027,-4.42252648831,0.378362461311,10.908655973
2020-05-18 07:59:00,9848.0,9864.0,9848.0,9864.0,1656.0,16.56,-2.32609256734,-4.00323970411,1.67714713677,11.2723234035
2020-05-18 08:00:00,9863.9,9863.9,9836.8,9847.4,2378.0,23.78,-2.27773353123,-3.65813846954,1.3804049383,12.410014589
2020-05-18 08:01:00,9848.2,9858.6,9847.0,9852.5,980.0,9.8,-1.80705071341,-3.28792091831,1.4808702049,12.352156404
2020-05-18 08:02:00,9853.2,9865.2,9853.2,9865.1,991.0,9.91,-0.412560748304,-2.71284888431,2.30028813601,12.3770023752
2020-05-18 08:03:00,9865.2,9866.6,9855.0,9861.1,2718.0,27.18,0.365601597561,-2.09715878794,2.4627603855,12.3215022055
2020-05-18 08:04:00,9862.0,9865.4,9861.1,9865.1,1208.0,12.08,1.29019487027,-1.41968805629,2.70988292657,11.7485377623
2020-05-18 08:05:00,9865.8,9874.9,9855.4,9855.4,1998.0,19.98,1.22609905978,-0.890530633081,2.11662969286,12.3022136364
2020-05-18 08:06:00,9855.4,9855.4,9850.0,9855.2,2484.0,24.84,1.14595448962,-0.483233608541,1.62918809816,11.8091983766
2020-05-18 08:07:00,9854.6,9855.8,9851.5,9852.1,351.0,3.51,0.822810402005,-0.222024806431,1.04483520844,11.272827064
2020-05-18 08:08:00,9851.8,9851.8,9848.4,9850.5,652.0,6.52,0.432622750433,-0.0910952950585,0.523718045492,10.7319108452
2020-05-18 08:09:00,9850.5,9855.2,9850.0,9855.2,690.0,6.9,0.496918775551,0.0265075190633,0.470411256487,10.3367743562
2020-05-18 08:10:00,9855.2,9861.7,9853.5,9861.7,591.0,5.91,1.06014878069,0.233235771389,0.826913009303,10.1841476165
2020-05-18 08:11:00,9861.7,9865.2,9861.6,9864.6,1310.0,13.1,1.720683414,0.530725299912,1.18995811409,9.71385135818
2020-05-18 08:12:00,9864.7,9867.2,9859.5,9863.3,689.0,6.89,2.11488367185,0.847556974298,1.26732669755,9.57000483259
2020-05-18 08:13:00,9863.3,9863.7,9852.8,9856.4,1373.0,13.73,1.84920143885,1.04788586721,0.801315571644,9.66500448741
2020-05-18 08:14:00,9855.4,9866.6,9854.6,9864.9,596.0,5.96,2.2980350006,1.29791569389,1.00011930671,9.83178988116
2020-05-18 08:15:00,9865.8,9872.0,9863.7,9871.2,647.0,6.47,3.12606089654,1.66354473442,1.46251616213,9.72237631822
2020-05-18 08:16:00,9872.1,9876.3,9869.2,9870.3,1476.0,14.76,3.66737963671,2.06431171488,1.60306792184,9.53506372407
2020-05-18 08:17:00,9872.0,9872.8,9868.2,9869.1,659.0,6.59,3.95396976492,2.44224332488,1.51172644003,9.18255917235
2020-05-18 08:18:00,9869.5,9869.5,9865.8,9866.8,3348.0,33.48,3.94997092217,2.74378884434,1.20618207783,8.79094780289
2020-05-18 08:19:00,9866.8,9867.3,9849.2,9849.2,2321.0,23.21,2.49783540808,2.69459815709,-0.196762749006,9.45588010269
2020-05-18 08:20:00,9849.1,9850.2,9842.4,9848.5,8409.0,84.09,1.27581658186,2.41084184204,-1.13502526018,9.33760295249
2020-05-18 08:21:00,9848.4,9848.4,9845.0,9847.0,326.0,3.26,0.184197084594,1.96551289055,-1.78131580596,8.92063131303
2020-05-18 08:22:00,9847.0,9851.4,9847.0,9851.4,402.0,4.02,-0.322162317359,1.50797784897,-1.83014016633,8.59772907639
2020-05-18 08:23:00,9851.6,9852.7,9840.7,9844.8,2698.0,26.98,-1.24170700758,0.958040877661,-2.19974788524,8.84074842807
2020-05-18 08:24:00,9845.7,9848.0,9845.7,9845.8,649.0,6.49,-1.86822541721,0.392787618686,-2.2610130359,8.43783782607
2020-05-18 08:25:00,9845.9,9859.9,9845.9,9857.5,465.0,4.65,-1.40446376758,0.0333373414325,-1.43780110902,8.84227798135
2020-05-18 08:26:00,9859.2,9859.5,9855.3,9856.6,1251.0,12.51,-1.09690733249,-0.192711593352,-0.904195739137,8.51068669697
2020-05-18 08:27:00,9856.0,9856.0,9848.5,9849.9,1611.0,16.11,-1.37791687955,-0.429752650592,-0.94816422896,8.4813519329
2020-05-18 08:28:00,9849.8,9849.8,9845.0,9849.5,352.0,3.52,-1.61428713005,-0.666659546483,-0.947627583564,8.22554108055
2020-05-18 08:29:00,9851.1,9860.0,9851.1,9860.0,638.0,6.38,-0.943474225107,-0.722022482208,-0.221451742899,8.38800243194
2020-05-18 08:30:00,9859.9,9863.0,9857.2,9861.7,1793.0,17.93,-0.271544180208,-0.631926821808,0.360382641599,8.20314511537
2020-05-18 08:31:00,9862.6,9862.6,9857.5,9862.0,1033.0,10.33,0.281922882661,-0.449156880914,0.731079763575,7.98149189284
2020-05-18 08:32:00,9860.5,9860.5,9860.5,9860.5,82.0,0.82,0.59268000733,-0.240789503265,0.833469510595,7.51852818621
2020-05-18 08:33:00,9860.4,9865.7,9857.2,9857.2,311.0,3.11,0.566148637687,-0.0794018750748,0.645550512761,7.58863331577
2020-05-18 08:34:00,9855.3,9861.5,9854.7,9861.5,139.0,1.39,0.88193005876,0.112864511692,0.769065547068,7.53230236464
2020-05-18 08:35:00,9861.6,9863.4,9859.8,9860.0,784.0,7.84,0.999628550386,0.290217319431,0.709411230955,7.25142362431
2020-05-18 08:36:00,9860.0,9860.0,9838.0,9841.8,1632.0,16.32,-0.371401161878,0.157893623169,-0.529294785047,8.30489336543
2020-05-18 08:37:00,9840.0,9847.6,9840.0,9845.8,1555.0,15.55,-1.1222489289,-0.0981348872449,-1.02411404166,8.25454383933
2020-05-18 08:38:00,9844.8,9844.8,9821.8,9825.2,4701.0,47.01,-3.34103565316,-0.746715040429,-2.59432061274,9.37921927938
2020-05-18 08:39:00,9827.4,9834.2,9827.4,9831.7,4640.0,46.4,-4.52280832142,-1.50193369663,-3.0208746248,9.35213218799
2020-05-18 08:40:00,9831.4,9831.7,9811.0,9828.1,3811.0,38.11,-5.68433610058,-2.33841417742,-3.34592192317,10.1626941746
2020-05-18 08:41:00,9828.1,9828.7,9819.9,9821.2,1145.0,11.45,-7.08001357884,-3.2867340577,-3.79327952114,10.0653588764
2020-05-18 08:42:00,9821.1,9822.9,9719.1,9739.0,18579.0,185.79,-14.6500741264,-5.55940207145,-9.09067205498,16.7606903852
2020-05-18 08:43:00,9736.0,9761.7,9691.9,9756.2,37833.0,378.33,-19.0420010611,-8.25592186939,-10.7860791917,20.5492125006
2020-05-18 08:44:00,9756.6,9773.0,9748.2,9772.3,5840.0,58.4,-20.9816361118,-10.8010647179,-10.180571394,20.8528401791
2020-05-18 08:45:00,9772.3,9772.3,9752.3,9756.2,3251.0,32.51,-23.546516723,-13.3501551189,-10.1963616041,20.7919230234
2020-05-18 08:46:00,9756.3,9763.7,9749.9,9750.2,3678.0,36.78,-25.766334675,-15.8333910301,-9.93294364487,20.2924999503
2020-05-18 08:47:00,9750.0,9762.0,9720.0,9729.9,7756.0,77.56,-28.8312480599,-18.4329624361,-10.3982856238,21.8430356682
2020-05-18 08:48:00,9727.7,9727.7,9510.0,9594.8,102771.0,1027.71,-41.6811802212,-23.0826059931,-18.5985742281,35.9899616919
2020-05-18 08:49:00,9595.0,9607.6,9545.1,9589.7,29907.0,299.07,-51.6806292909,-28.8022106527,-22.8784186383,37.8835358567
2020-05-18 08:50:00,9589.7,9610.0,9570.0,9586.5,20993.0,209.93,-59.1812731001,-34.8780231421,-24.3032499579,38.034711867
2020-05-18 08:51:00,9587.8,9607.1,9570.0,9602.2,14788.0,147.88,-63.1309937699,-40.5286172677,-22.6023765022,37.9679467336
2020-05-18 08:52:00,9602.2,9641.0,9593.5,9632.8,10133.0,101.33,-63.0650371007,-45.0359012343,-18.0291358664,38.6488076812
2020-05-18 08:53:00,9632.2,9632.2,9613.8,9625.9,12474.0,124.74,-62.8450991166,-48.5977408108,-14.2473583059,37.2453214183
2020-05-18 08:54:00,9625.7,9640.0,9620.0,9638.9,9319.0,93.19,-60.9195625295,-51.0621051545,-9.85745737496,36.0135127455
2020-05-18 08:55:00,9639.9,9643.0,9622.9,9626.0,6485.0,64.85,-59.7457710435,-52.7988383323,-6.94693271116,34.8768332637
2020-05-18 08:56:00,9626.4,9638.1,9617.3,9632.6,3408.0,34.08,-57.6187746252,-53.7628255909,-3.85594903428,33.8713451734
2020-05-18 08:57:00,9632.7,9649.8,9630.9,9649.8,2052.0,20.52,-53.9236204555,-53.7949845638,-0.128635891735,32.8019633753
2020-05-18 08:58:00,9649.4,9658.0,9639.1,9651.7,3835.0,38.35,-50.2624755026,-53.0884827516,2.82600724893,31.8089659914
2020-05-18 08:59:00,9651.6,9651.6,9640.0,9643.2,2389.0,23.89,-47.4993280267,-51.9706518066,4.4713237799,30.3726112777
2020-05-18 09:00:00,9644.9,9644.9,9617.7,9632.7,6210.0,62.1,-45.6307728472,-50.7026760147,5.07190316749,30.1459961865
2020-05-18 09:01:00,9632.7,9632.7,9609.9,9622.6,5378.0,53.78,-44.4524943124,-49.4526396743,5.00014536189,29.6212821731
2020-05-18 09:02:00,9622.2,9641.6,9620.2,9640.2,1969.0,19.69,-41.6187718783,-47.8858661151,6.26709423673,29.0340477322
2020-05-18 09:03:00,9640.2,9647.6,9640.0,9643.5,2435.0,24.35,-38.6610831123,-46.0409095145,7.37982640219,27.5030443228
2020-05-18 09:04:00,9643.5,9649.1,9643.3,9647.4,1248.0,12.48,-35.5921123343,-43.9511500785,8.3590377442,25.9528268711
2020-05-18 09:05:00,9647.4,9672.0,9646.9,9666.2,4443.0,44.43,-31.282324832,-41.4173850292,10.1350601972,25.891910666
2020-05-18 09:06:00,9666.2,9670.0,9646.3,9652.5,4646.0,46.46,-28.6420944546,-38.8623269143,10.2202324597,25.7353456185
2020-05-18 09:07:00,9652.4,9668.3,9652.4,9665.2,2774.0,27.74,-25.2340268432,-36.1366669,10.9026400568,25.0328209314
2020-05-18 09:08:00,9664.4,9670.0,9657.7,9666.1,1574.0,15.74,-22.204526272,-33.3502387744,11.1457125025,24.1233337221
2020-05-18 09:09:00,9665.7,9667.7,9654.0,9661.7,1056.0,10.56,-19.9289400549,-30.6659790305,10.7370389756,23.3788098848
2020-05-18 09:10:00,9661.7,9661.7,9646.9,9651.3,4269.0,42.69,-18.7485925623,-28.2825017369,9.53390917456,22.7660377501
2020-05-18 09:11:00,9651.6,9653.2,9635.0,9639.2,4845.0,48.45,-18.5754018765,-26.3410817648,7.76567988828,22.4398921966
2020-05-18 09:12:00,9639.4,9656.8,9639.4,9654.9,5718.0,57.18,-16.9756040244,-24.4679862167,7.49238219234,22.0941856111
2020-05-18 09:13:00,9654.9,9659.9,9654.4,9659.4,1258.0,12.58,-15.1697726129,-22.608343496,7.43857088307,20.9088866389
2020-05-18 09:14:00,9659.4,9659.4,9655.6,9659.4,902.0,9.02,-13.5820725314,-20.8030893031,7.22101677167,19.6868233075
2020-05-18 09:15:00,9659.4,9659.4,9648.5,9648.5,938.0,9.38,-13.0528821823,-19.2530478789,6.20016569664,19.0591930713
2020-05-18 09:16:00,9649.7,9651.8,9631.0,9637.2,5020.0,50.2,-13.3909480662,-18.0806279164,4.68967985016,19.1835364233
2020-05-18 09:17:00,9636.4,9638.0,9627.3,9627.3,2411.0,24.11,-14.2929546925,-17.3230932716,3.03013857912,18.5775695359
2020-05-18 09:18:00,9627.3,9644.4,9627.3,9631.8,1891.0,18.91,-14.4777980071,-16.7540342187,2.27623621156,18.4720288548
2020-05-18 09:19:00,9631.4,9636.7,9622.6,9631.1,1725.0,17.25,-14.5134695727,-16.3059212895,1.79245171681,18.1597410795
2020-05-18 09:20:00,9631.1,9638.4,9624.4,9638.4,1993.0,19.93,-13.7936855335,-15.8034741383,2.00978860482,17.8626167166
2020-05-18 09:21:00,9638.6,9641.1,9638.6,9641.1,1255.0,12.55,-12.8571745565,-15.2142142219,2.35703966543,16.7795726655
2020-05-18 09:22:00,9640.7,9640.7,9634.2,9638.6,3392.0,33.92,-12.1763505767,-14.6066414929,2.43029091615,16.0738889036
2020-05-18 09:23:00,9638.6,9642.3,9632.7,9642.1,6562.0,65.62,-11.2249773666,-13.9303086676,2.70533130099,15.6114682677
2020-05-18 09:24:00,9642.4,9649.0,9642.4,9647.2,798.0,7.98,-9.94484191867,-13.1332153178,3.18837339917,14.9892205343
2020-05-18 09:25:00,9647.8,9648.7,9637.4,9642.5,1811.0,18.11,-9.20348403871,-12.347269062,3.14378502331,14.7257047818
2020-05-18 09:26:00,9642.5,9642.5,9630.0,9638.5,1367.0,13.67,-8.83685340297,-11.6451859302,2.80833252724,14.5667258688
2020-05-18 09:27:00,9638.7,9638.7,9631.7,9631.8,235.0,2.35,-8.98337523077,-11.1128237903,2.12944855955,14.0262454496
2020-05-18 09:28:00,9631.2,9650.0,9631.2,9645.8,3152.0,31.52,-7.87898777129,-10.4660565865,2.58706881522,14.3672279175
2020-05-18 09:29:00,9646.2,9655.7,9646.2,9655.7,9257.0,92.57,-6.13419431704,-9.59968413262,3.46548981558,14.0481402091
2020-05-18 09:30:00,9655.6,9655.6,9641.4,9642.0,2444.0,24.44,-5.790163043,-8.8377799147,3.04761687169,14.0661301942
2020-05-18 09:31:00,9643.1,9647.4,9641.1,9643.2,3081.0,30.81,-5.35891161129,-8.14200625401,2.78309464273,13.5114066089
2020-05-18 09:32:00,9642.5,9642.5,9637.4,9641.5,1846.0,18.46,-5.09557887577,-7.53272077836,2.4371419026,12.9605918511
2020-05-18 09:33:00,9641.6,9649.4,9641.6,9645.1,1641.0,16.41,-4.54401529238,-6.93497968117,2.39096438879,12.5991210046
2020-05-18 09:34:00,9643.3,9649.0,9636.2,9649.0,437.0,4.37,-3.74898382057,-6.29778050905,2.54879668847,12.6134695043
2020-05-18 09:35:00,9649.3,9649.3,9646.3,9646.6,8107.0,81.07,-3.27482544443,-5.69318949612,2.4183640517,11.9267931111
2020-05-18 09:36:00,9648.0,9648.0,9640.1,9643.7,8610.0,86.1,-3.09735292244,-5.17402218139,2.07666925895,11.6391650317
2020-05-18 09:37:00,9644.3,9644.3,9634.1,9639.0,2356.0,23.56,-3.29793880495,-4.7988055061,1.50086670115,11.5363675295
2020-05-18 09:38:00,9640.5,9641.1,9634.6,9635.0,2257.0,22.57,-3.7365979573,-4.58636399634,0.849766039044,11.1766269917
2020-05-18 09:39:00,9636.6,9647.5,9635.2,9647.5,2025.0,20.25,-3.0405434703,-4.27719989113,1.23665642083,11.2711536351
2020-05-18 09:40:00,9647.5,9647.6,9639.0,9639.0,1661.0,16.61,-3.13861424579,-4.04948276206,0.910868516276,11.0803569469
2020-05-18 09:41:00,9638.7,9640.5,9637.5,9640.5,1243.0,12.43,-3.06002452008,-3.85159111367,0.791566593589,10.5031885935
2020-05-18 09:42:00,9640.9,9640.9,9639.0,9639.1,216.0,2.16,-3.07526021053,-3.69632493304,0.621064722509,9.88867512257
2020-05-18 09:43:00,9639.0,9639.0,9630.0,9632.0,3017.0,30.17,-3.61853307102,-3.68076656063,0.0622334896149,9.83234118524
2020-05-18 09:44:00,9631.3,9632.4,9630.0,9630.0,983.0,9.83,-4.16248151647,-3.7771095518,-0.385371964664,9.30145967201
2020-05-18 09:45:00,9630.0,9630.0,9617.0,9627.2,4601.0,46.01,-4.7645780875,-3.97460325894,-0.789974828556,9.56564112401
2020-05-18 09:46:00,9628.2,9636.7,9628.2,9631.7,4037.0,40.37,-4.82303462505,-4.14428953216,-0.678745092892,9.56095247229
2020-05-18 09:47:00,9633.3,9633.4,9628.5,9630.3,6253.0,62.53,-4.92555146075,-4.30054191788,-0.625009542869,9.2280272957
2020-05-18 09:48:00,9630.6,9630.6,9622.1,9626.5,1657.0,16.57,-5.25287318147,-4.4910081706,-0.76186501087,9.17602534601
2020-05-18 09:49:00,9626.4,9626.4,9596.7,9599.4,7633.0,76.33,-7.61128338224,-5.11506321293,-2.49622016932,10.6491663927
2020-05-18 09:50:00,9599.4,9615.0,9599.4,9609.5,5302.0,53.02,-8.56660438419,-5.80537144718,-2.76123293701,11.0027973647
2020-05-18 09:51:00,9609.6,9610.7,9597.1,9601.6,1837.0,18.37,-9.84764956368,-6.61382707048,-3.2338224932,11.1883118386
2020-05-18 09:52:00,9602.5,9616.4,9602.5,9614.9,2340.0,23.4,-9.67812485172,-7.22668662673,-2.45143822499,11.4462895644
2020-05-18 09:53:00,9614.8,9623.4,9602.9,9611.2,2946.0,29.46,-9.73017101926,-7.72738350523,-2.00278751402,12.092983167
2020-05-18 09:54:00,9611.3,9617.7,9611.3,9615.2,1392.0,13.92,-9.34097447224,-8.05010169863,-1.2908727736,11.6934843693
2020-05-18 09:55:00,9615.5,9629.8,9615.5,9620.1,2105.0,21.05,-8.53871536022,-8.14782443095,-0.390890929264,11.9010926287
2020-05-18 09:56:00,9620.2,9643.9,9620.2,9642.5,2320.0,23.2,-6.02596288943,-7.72345212265,1.69748923322,12.7510145838
2020-05-18 09:57:00,9643.1,9646.9,9640.0,9645.2,2171.0,21.71,-3.77322562155,-6.93340682243,3.16018120088,12.3330849706
2020-05-18 09:58:00,9645.0,9645.1,9637.1,9639.3,2506.0,25.06,-2.43591607411,-6.03390867276,3.59799259865,12.0307217584
2020-05-18 09:59:00,9639.3,9641.0,9635.0,9636.6,894.0,8.94,-1.57579131672,-5.14228520155,3.56649388483,11.5999559186
2020-05-18 10:00:00,9636.6,9636.6,9623.6,9630.1,2103.0,21.03,-1.40246518125,-4.39432119749,2.99185601624,11.6999590672
2020-05-18 10:01:00,9630.0,9630.1,9625.7,9627.2,2093.0,20.93,-1.48202487362,-3.81186193272,2.3298370591,11.1785334196
2020-05-18 10:02:00,9627.7,9646.1,9627.7,9643.3,424.0,4.24,-0.243138309257,-3.09811720803,2.85497889877,11.7300667467
2020-05-18 10:03:00,9643.6,9649.4,9641.2,9649.4,1715.0,17.15,1.21687980595,-2.23511780523,3.45199761118,11.477919122
2020-05-18 10:04:00,9649.3,9650.0,9642.5,9647.5,3351.0,33.51,2.19533411495,-1.3490274212,3.54436153614,11.1937820418
2020-05-18 10:05:00,9648.1,9659.3,9648.1,9652.7,2440.0,24.4,3.35172613351,-0.408876710255,3.76060284376,11.2370833246
2020-05-18 10:06:00,9653.7,9657.9,9645.8,9653.9,2690.0,26.9,4.31526146277,0.53595092435,3.77931053842,11.29872023
2020-05-18 10:07:00,9654.0,9659.4,9645.6,9652.1,2155.0,21.55,4.87740154737,1.40424104895,3.47316049842,11.4773830707
2020-05-18 10:08:00,9651.7,9655.0,9651.6,9653.9,675.0,6.75,5.40583151055,2.20455914127,3.20127236928,10.9004271371
2020-05-18 10:09:00,9653.9,9655.0,9644.1,9648.3,3141.0,31.41,5.31151502574,2.82595031817,2.48556470757,10.9003966273
2020-05-18 10:10:00,9648.3,9655.0,9648.2,9649.4,1912.0,19.12,5.2648395459,3.31372816371,1.95111138218,10.6075111539
2020-05-18 10:11:00,9649.8,9652.7,9645.9,9652.4,4076.0,40.76,5.40758850561,3.73250023209,1.67508827352,10.3355460715
2020-05-18 10:12:00,9653.7,9653.9,9644.7,9648.7,2171.0,21.71,5.16264722327,4.01852963033,1.14411759294,10.2544356378
2020-05-18 10:13:00,9648.7,9654.7,9648.6,9652.4,1707.0,17.07,5.20706476875,4.25623665801,0.950828110736,9.95769023509
2020-05-18 10:14:00,9652.7,9659.0,9652.3,9659.0,2426.0,24.26,5.70902079704,4.54679348582,1.16222731123,9.72499807544
2020-05-18 10:15:00,9658.9,9694.2,9655.3,9691.9,27789.0,277.89,8.66173254802,5.36978129826,3.29195124976,11.8089267843
2020-05-18 10:16:00,9691.6,9692.0,9681.0,9683.2,3635.0,36.35,10.1823844037,6.33230191934,3.85008248432,11.7511462997
2020-05-18 10:17:00,9683.7,9692.1,9683.7,9691.5,1702.0,17.02,11.919848001,7.44981113568,4.47003686537,11.5474929926
2020-05-18 10:18:00,9689.5,9691.0,9682.3,9691.0,3704.0,37.04,13.1053838907,8.58092568669,4.52445820404,11.3798149217
2020-05-18 10:19:00,9690.8,9699.0,9686.2,9686.3,2277.0,22.77,13.5099446716,9.56672948368,3.94321518796,11.481256713
2020-05-18 10:20:00,9686.2,9706.3,9686.2,9699.1,4242.0,42.42,14.6940313841,10.5921898638,4.10184152031,12.0968812335
2020-05-18 10:21:00,9699.1,9702.0,9697.9,9702.0,3852.0,38.52,15.685620331,11.6108759572,4.07474437382,11.5256754311
2020-05-18 10:22:00,9702.0,9710.0,9697.5,9697.5,2796.0,27.96,15.9247783911,12.473656444,3.45112194712,11.5952700432
2020-05-18 10:23:00,9697.6,9700.0,9688.1,9688.7,1232.0,12.32,15.2286796816,13.0246610915,2.20401859008,11.6170364687
2020-05-18 10:24:00,9689.8,9689.9,9684.3,9687.9,3439.0,34.39,14.4459393288,13.308916739,1.1370225898,11.1872481495
2020-05-18 10:25:00,9687.9,9691.5,9682.3,9690.9,2103.0,21.03,13.9073713677,13.4286076647,0.478763702965,11.0453018531
2020-05-18 10:26:00,9690.9,9690.9,9687.0,9687.1,3630.0,36.3,13.0237939467,13.3476449211,-0.323850974428,10.5349231493
